email,name,profile_score,rating_score,search_score
user3091@yahoo.com,Matthew Ryan H.,1.73,1.50,1.61
user3695@yahoo.com,Megan B.,1.15,2.00,1.57
user3695@yahoo.com,Megan B.,1.15,2.00,1.57
user7112@verizon.net,Anne D.,0.77,2.20,1.49
user7112@verizon.net,Anne D.,0.77,2.20,1.49
user7112@verizon.net,Anne D.,0.77,2.20,1.49
user7112@verizon.net,Anne D.,0.77,2.20,1.49
user7112@verizon.net,Anne D.,0.77,2.20,1.49
user7784@hotmail.com,Shellie C.,1.15,1.80,1.48
user7784@hotmail.com,Shellie C.,1.15,1.80,1.48
user7784@hotmail.com,Shellie C.,1.15,1.80,1.48
user7784@hotmail.com,Shellie C.,1.15,1.80,1.48
user7784@hotmail.com,Shellie C.,1.15,1.80,1.48
user1945@yahoo.com,Ali P.,0.77,2.00,1.39
user1945@yahoo.com,Ali P.,0.77,2.00,1.39
user1945@yahoo.com,Ali P.,0.77,2.00,1.39
user1945@yahoo.com,Ali P.,0.77,2.00,1.39
user2738@t-mobile.com,Anne B.,0.77,2.00,1.39
user2738@t-mobile.com,Anne B.,0.77,2.00,1.39
user2738@t-mobile.com,Anne B.,0.77,2.00,1.39
user5707@yahoo.com,Gaurang P.,1.15,1.50,1.32
user5707@yahoo.com,Gaurang P.,1.15,1.50,1.32
user7137@yahoo.com,Tasha J.,0.96,1.67,1.31
user7137@yahoo.com,Tasha J.,0.96,1.67,1.31
user7137@yahoo.com,Tasha J.,0.96,1.67,1.31
user6954@verizon.net,BOB M.,0.58,2.00,1.29
user6954@verizon.net,BOB M.,0.58,2.00,1.29
user5253@hotmail.com,Wanda C.,0.96,1.50,1.23
user5253@hotmail.com,Wanda C.,0.96,1.50,1.23
user9371@hotmail.com,Kristy B.,1.35,1.00,1.18
user9371@hotmail.com,Kristy B.,1.35,1.00,1.18
